,url,city,city2,name_hotel,score,coordinates,text_description
10,https://www.booking.com/hotel/fr/residence-hauts-du-chazal.fr.html,Besançon,,Zenitude Hôtel-Résidences Les Hauts Du Chazal,"7,9","5.92962159806287,47.206521142242,5.98262653655017,47.2424519753882","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement Zenitude Hôtel-Résidences Les Hauts Du Chazal\xa0! "", ' pour économiser.', ""Le Zenitude Hôtel-Résidences Les Hauts Du Chazal est situé à proximité du grand centre commercial Chateaufarineau, à seulement 15 minutes du centre-ville. Le Zenitude Hôtel & Résidence Les Hauts Du Chazal bénéficie d'un cadre agréable et calme. Sa réception est ouverte 24h/24."", 'Toutes les chambres sont dotées d’une connexion Wi-Fi gratuite, d’une télévision par satellite, d’une kitchenette avec micro-ondes et d’un petit coin repas. Pour les séjours de 4 à 7 nuits, le service de ménage est effectué une seule fois. Il est assuré une fois par semaine pour les séjours de 8 nuits ou plus.', ""Vous avez la possibilité de vous restaurer avec nos formules gourmandes à emporter composées d'un plat chaud, d'une boisson et d'un dessert. Vous pourrez choisir parmi une vaste sélection de délicieux plats pour un repas en toute tranquillité."", 'Le Zenitude Hôtel & Résidence Les Hauts Du Chazal sert un petit-déjeuner buffet tous les jours. Un parking est mis gratuitement à votre disposition.', 'Lors de votre séjour, vous pourrez visiter de nombreux sites tels que la cathédrale Saint-Jean et plusieurs musées, dont le musée des Beaux-Arts. Un arrêt de tramway, qui vous permettra de rejoindre directement la gare et le centre-ville en 20 minutes, est accessible à 20 mètres. ']"
11,https://www.booking.com/hotel/fr/les-clefs-de-la-libete.fr.html,Colmar,,Les Clefs de la Liberté,"8,0","7.33202930282603,48.0610195834269,7.38590869717397,48.0969504165731","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement Les Clefs de la Liberté\xa0! "", ' pour économiser.', ""Situé à Colmar, à 300 mètres de la Maison des Têtes et à 1,3 km de la gare, l'établissement Les Clefs de la Liberté propose des hébergements avec une connexion Wi-Fi gratuite et une télévision à écran plat. Doté d'un parking privé, il se trouve à 400 mètres de la collégiale Saint-Martin."", ""Cet appartement comprend un salon, un coin repas, une chambre, une salle de bains pourvue d'une douche ainsi qu'une cuisine équipée d'un micro-ondes, d'un réfrigérateur et d'un four. Les serviettes et le linge de lit sont fournis."", 'Un service de location de vélos est assuré sur place.', ""Vous séjournerez à 3,3 km du parc des expositions Colmar Expo et à 28 km du château du Haut Koenigsbourg. L'aéroport de Colmar-Houssen, le plus proche, est implanté à 5 km. ""]"
12,https://www.booking.com/hotel/fr/dontenville.fr.html,Châtenois,,Hotel Restaurant Dontenville,"8,6","7.37262713920205,48.2522569363249,7.42670786369712,48.2881877694711","[""L'Hotel Dontenville est situé au cœur de Chatenois, en Alsace. Il propose une connexion Wi-Fi gratuite et des chambres à la décoration traditionnelle avec des poutres en bois."", ""Chaque chambre du Dontenville Hotel dispose d'une salle de bains privative avec douche. Elles sont équipées d'une télévision et d'un téléphone."", 'Le restaurant du Dontenville sert un petit-déjeuner continental et une cuisine régionale. Vous pourrez vous détendre dans le bar-salon ou sur la terrasse privée.', ""Le Dontenville se trouve à seulement 4 km de la gare de Sélestat et à 30 minutes de route de l'aéroport de Strasbourg. ""]"
13,https://www.booking.com/hotel/fr/dijon-republique-appartement-cosy.fr.html,Dijon,,"""Le Rollin Cosy"" LOVELY - CONFORT- RELAX - CENTRE VILLE - PARKING FREE- 6 Voyageurs","8,3","5.02367064294094,47.3078312834269,5.07677715705906,47.3437621165731","['Vous pouvez bénéficier d\'une réduction Genius dans l\'établissement ""Le Rollin Cosy"" LOVELY - CONFORT- RELAX - CENTRE VILLE - PARKING FREE- 6 Voyageurs\xa0! ', ' pour économiser.', '""Le Rollin Cosy"" LOVELY - CONFORT- RELAX - CENTRE Doté d\'un balcon, le VILLE - PARKING GRATUIT- 6 Voyageurs est situé à Dijon, à seulement 1,9 km de la gare et à 1,8 km de la station de tramway Foch-Gare. Situé à 500 mètres du parc des expositions Dijon Congrexpo, il dispose d\'une connexion Wi-Fi gratuite et d\'une réception ouverte 24h/24.', ""Cet appartement comprend 3 chambres, une télévision à écran plat, un lave-linge et une salle de bains pourvue d'une douche. Sa cuisine est équipée d'un micro-ondes et d'un lave-vaisselle. Les serviettes et le linge de lit sont fournis."", ""Vous séjournerez à 1,6 km de l'église Saint-Philibert et à 2 km de la station de tramway CHU-Hopitaux. L'aéroport de Dijon-Bourgogne, le plus proche, est implanté à 9 km. CENTRE VILLE - PARKING GRATUIT- 6 Voyageurs. ""]"
14,https://www.booking.com/hotel/fr/agreable-studio-a-dijon-gare.fr.html,Dijon,,Le Millotet - Agréable studio à 2 mn Dijon Gare,"9,1","5.0045558341383,47.3052624834269,5.0576597658617,47.3411933165731","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement Le Millotet - Agréable studio à 2 mn Dijon Gare\xa0! "", ' pour économiser.', ""Le Millotet - Agréable studio à 2 mn Dijon Gare propose un hébergement avec connexion Wi-Fi gratuite à Dijon, à 300 mètres de la gare, de la station de tramway Foch-Gare et à 400 mètres de l'église Saint-Philibert. L'établissement se trouve à 4,5 km du lac Kir et à 4,6 km de la station de tramway CHU-Hopitaux."", ""Cet appartement comprend une chambre, une télévision par satellite à écran plat, une salle de bains pourvue d'une douche ainsi qu'une cuisine équipée avec un micro-ondes et un réfrigérateur. Les serviettes et le linge de lit sont fournis."", ""Vous séjournerez à 2 km du parc des expositions Dijon Congrexpo et à 4,5 km de la station de tramway Chenove Centre. L'aéroport de Dijon-Bourgogne, le plus proche, est implanté à 15 km. ""]"
15,https://www.booking.com/hotel/fr/annecy-centre-atria.fr.html,Annecy,,Novotel Annecy Centre Atria,"7,7","6.09679240488434,45.8850723112436,6.148521716362,45.9210031443898","[""Le Novotel Annecy Centre Atria est situé dans le centre d'Annecy, à 5 minutes à pied de la vieille ville, du lac et du château d'Annecy. Cet établissement dispose d'une réception ouverte 24h/24 et d'une connexion Wi-Fi gratuite."", ""Toutes les chambres sont insonorisées et munies de la climatisation. Les hébergements comprennent une télévision par satellite à écran plat avec les chaînes beIN Sports et Canal +. Les logements comportent un minibar et un plateau/bouilloire. Les hébergements disposent d'un coin salon et les salles de bains privatives sont équipées d'un sèche-cheveux et d'articles de toilette gratuits."", 'Le Novotel Annecy Centre Atria propose un petit-déjeuner buffet. The Craic, le restaurant sur place, sert une cuisine variée, dont des plats européens et français. Le bar de l’hôtel sert des boissons et des collations légères.', 'Le Novotel Annecy Centre Atria possède une aire de jeux intérieure et une bibliothèque pour les enfants. Un service de location de vélos est disponible.', ""Vous séjournerez à seulement 50 mètres de la gare TGV d'Annecy et à 1 km du lac d'Annecy. Vous bénéficierez d'un garage privé sur place moyennant des frais supplémentaires. ""]"
16,https://www.booking.com/hotel/fr/charme-et-modernite-au-coeur-de-lyon.fr.html,Lyon,,Charme et Modernité au Cœur de Lyon,"8,8","4.80475724424235,45.7325911358355,4.85634505067953,45.7685219689817","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement Charme et Modernité au Cœur de Lyon\xa0! "", ' pour économiser.', 'Situé dans le centre de Lyon, à seulement 600 mètres de la gare de Lyon Perrache et à 1,7 km du musée Miniature et Cinéma, le Charme et Modernité au Cœur de Lyon propose un hébergement avec vue sur la ville et connexion Wi-Fi gratuite. Occupant un bâtiment datant du XIXe siècle, cet appartement se trouve à 3,3 km du musée des Confluences et à 3,7 km de la basilique Notre-Dame de Fourvière.', 'Cet appartement comprend 2 chambres, une cuisine avec lave-vaisselle, une télévision à écran plat, un coin salon et une salle de bains avec douche. Les serviettes et le linge de lit sont fournis.', ""Vous séjournerez à 2,9 km du musée des beaux-arts de Lyon et à 1,8 km du théâtre romain de Fourvière. L'aéroport de Lyon-Bron, le plus proche, est à 11 km. ""]"
17,https://www.booking.com/hotel/fr/carlton-lyon.fr.html,Lyon,,Hotel Carlton Lyon - MGallery Hotel Collection,"8,5","4.81092686748859,45.7430221151018,4.86252431773785,45.778952948248","['Occupant un bâtiment datant de 1894, l’Hotel Carlton Lyon - MGallery Hotel Collection vous accueille sur la Presqu’île de Lyon, à 5 minutes à pied de la station de métro Cordeliers. Vous bénéficierez d’une connexion Wi-Fi gratuite dans l’ensemble des locaux.', 'Toutes les chambres de l’établissement sont insonorisées et dotées de la climatisation. Chaque logement comprend une télévision par câble et satellite ainsi qu’un plateau/bouilloire. Leur salle de bains privative est pourvue de peignoirs, d’un sèche-cheveux, de chaussons et d’articles de toilette gratuits.', 'Tous les matins, un petit-déjeuner buffet incluant des produits locaux est servi dans la salle à manger. Vous pourrez déguster une variété de champagnes et de cocktails signature au bar de l’hôtel.', 'L’hôtel propose une réception ouverte 24h/24, des salles de réunion ainsi qu’un service de réservation de visites et d’excursions. Des journaux gratuits et une bagagerie sont également disponibles.', 'L’Hotel Carlton Lyon - MGallery Hotel Collection se trouve à 500 mètres de la place Bellecour et à 1 km de la place des Terreaux. L’aéroport de Lyon-Saint-Exupéry est accessible en 33 minutes en voiture. ']"
18,https://www.booking.com/hotel/fr/mihotel-sala.fr.html,Lyon,,MiHotel Sala,"7,8","4.80420882439702,45.7375075834269,4.85580117560298,45.7734384165731","[""Idéalement situé dans le 2ème arrondissement Le MiHotel Sala est situé dans le quartier de Lyon, à moins de 1 km du musée Miniature et Cinéma, à 11 minutes à pied de la gare de Lyon Perrache et à 1,6 km du musée des beaux-arts de Lyon. Il se trouve à environ 1,1 km du théâtre romain de Fourvière, à 1,5 km de la basilique Notre-Dame de Fourvière et à 3,6 km de la gare de la Part-Dieu. L'hôtel dispose de chambres familiales."", ""Toutes les chambres sont équipées de la climatisation, d'un réfrigérateur, d'un minibar, d'une bouilloire, d'une douche, de chaussons et d'une armoire. Les chambres comprennent une salle de bains privative, un coffre-fort et une connexion Wi-Fi gratuite. Certaines sont dotées d'un balcon et d'autres offrent une vue sur la ville. Le linge de lit et les serviettes de toilette sont fournis."", 'Le MiHotel Sala sert un petit-déjeuner continental.', ""Vous séjournerez à 4,5 km du musée des Confluences et à 14 km du stade Groupama. Enfin, moyennant des frais supplémentaires, vous bénéficierez d'un service de navette pour l'aéroport de Lyon-Bron, le plus proche, accessible à 12 km du MiHotel Sala. ""]"
19,https://www.booking.com/hotel/fr/montchapet.fr.html,Dijon,,Hôtel Montchapet Dijon Centre,"8,1","5.00690484321718,47.3094585997162,5.06001299344893,47.3453894328624","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement Hôtel Montchapet Dijon Centre\xa0! "", ' pour économiser.', ""L'Hotel Montchapet est situé au cœur de Dijon, à seulement 10 minutes à pied de la gare de Dijon-Ville. Il propose des chambres insonorisées et une connexion Wi-Fi gratuite."", ""Toutes les chambres de l'Hotel Montchapet sont décorées de façon moderne et dotées d'une salle de bains privative."", ""Vous pourrez vous détendre en buvant un verre au bar de l'hôtel après une journée de visites. L'hôtel se trouve à moins de 10 minutes à pied de la cathédrale de Dijon. ""]"
20,https://www.booking.com/hotel/fr/vieux-lyon-cour-renaissance.fr.html,Lyon,,Vieux Lyon Cour Renaissance,"8,6","4.80255607629474,45.7465436990693,4.85415678357426,45.7824745322155","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement Vieux Lyon Cour Renaissance\xa0! "", ' pour économiser.', ""Le Vieux Lyon Cour Renaissance vous accueille dans un bâtiment du XVe siècle au cœur du quartier Saint-Jean de Lyon. Ce studio dispose d'une connexion Wi-Fi gratuite, d'une télévision par câble à écran plat et d'un lecteur DVD."", ""Le studio est aussi doté de poutres apparentes, de mobilier moderne et ancien, d'un canapé-lit, d'une mezzanine et d'une salle de bains privative."", ""Cet appartement comprend une cuisine entièrement équipée de fours traditionnel et micro-ondes ainsi que d'un lave-vaisselle. Il possède aussi un coin-repas et se trouve à proximité de nombreux bars et restaurants."", 'Le Vieux Lyon Cour Renaissance est situé à respectivement 130 et 600 mètres du musée Gadagne et de la station de métro Vieux Lyon. Il est à 1 km de la place Bellecour et à 3 km de la gare de Lyon Part-Dieu. ']"
21,https://www.booking.com/hotel/fr/radisson-blu-hotel-lyon.fr.html,Lyon,,"Radisson Blu Hotel, Lyon","8,0","4.82935360816161,45.7430983685438,4.88095112892946,45.77902920169","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement Radisson Blu Hotel, Lyon\xa0! "", ' pour économiser.', ""Situé à 300 mètres de la gare Part-Dieu, l'établissement Radisson Blu Hotel, Lyon est doté d'un restaurant-bar offrant une vue panoramique sur Lyon depuis le 32ème étage de l'emblématique tour Part-Dieu. Il propose une salle de sport et une connexion Wi-Fi gratuite dans l'ensemble de ses locaux. Un parking privé est disponible sur place moyennant des frais supplémentaires."", ""Toutes les chambres sont climatisées et offrent une vue panoramique sur Lyon. Elles disposent d'un coin salon avec télévision à écran plat, d'une salle de bains privative et d'un coffre-fort pour ordinateur portable."", 'Un petit-déjeuner buffet est servi chaque matin au Celest Bar & Restaurant. Vous pourrez savourer une cuisine internationale et créative pour le déjeuner ou le dîner. Vous pourrez également accéder à la boutique du restaurant tout au long de la journée.', ""Le centre commercial Part-Dieu est à 100 mètres et la station de métro à 200 mètres. Les autoroutes A6, A7, A42 et A43 sont accessibles en 20 minutes de route depuis l'hôtel. L'aéroport de Lyon-Saint-Exupéry, le plus proche, est à 27 km du Radisson Blu Hotel Lyon. ""]"
22,https://www.booking.com/hotel/fr/de-verdun-lyon.fr.html,Lyon,,"Hotel De Verdun 1882, BW Signature Collection","9,1","4.80397314586789,45.7316222228798,4.85556005678027,45.767553056026","[""L'Hotel De Verdun 1882, BW Signature Collection est situé dans le centre de Lyon, sur la presqu'île, à 450 mètres de la gare TGV de Lyon-Perrache. Cet établissement propose des chambres avec une salle de bains privative, une télévision par satellite et une connexion Wi-Fi haut débit."", ""Situé dans une ancienne demeure de caractère privée datant de 1882, l'Hotel De Verdun 1882, BW Signature Collection propose un petit-déjeuner buffet quotidien."", ""L'Hôtel De Verdun 1882 dispose d'une réception ouverte 24h/24 et d'un gardien."", 'Vous rejoindrez facilement les nombreux magasins et restaurants de la ville. Vous séjournerez à 10 minutes à pied de la place Bellecour et à 1,5 km du Vieux Lyon. ']"
23,https://www.booking.com/hotel/fr/park-suites-elegance-lyon-gerland.fr.html,Lyon,,Appart’City Confort Lyon Gerland,"6,9","4.81195138715789,45.7199874033848,4.86352754808381,45.755918236531","[""L'Appart’City Confort Lyon Gerland est situé en face de la station de métro Place Jean Jaurès à Lyon, à 1,5 km du stade Matmut et du parc de Gerland. Il propose des hébergements indépendants avec une connexion Wi-Fi gratuite."", ""Tous les studios et appartements de l'Appart'City Confort Lyon Gerland comprennent une télévision par satellite à écran plat, ainsi qu'une kitchenette avec un micro-ondes et un réfrigérateur. Leur salle de bains privative est pourvue d'une baignoire. Le linge de lit et les serviettes sont fournis."", ""Chaque matin, vous pourrez déguster un petit-déjeuner composé de différents pains, notamment du pain sans gluten, de beurre, de croissants, de salade de fruits, de fruits frais, de fromages, de yaourts bios et d'une grande variété de thés bios. De plus, vous apprécierez de vous détendre dans le salon commun et au bar."", ""L’Appart’City Confort Lyon Gerland se trouve à 20 minutes à pied de la salle de concert Halle Tony-Garnier et à 10 minutes en métro de la gare de Lyon-Part-Dieu. Enfin, vous bénéficierez d'un parking privé sur place moyennant des frais supplémentaires. ""]"
24,https://www.booking.com/hotel/fr/greet-hotel-lyon-confluence.fr.html,Lyon,,Greet Hotel Lyon Confluence,"8,0","4.80196006655359,45.7304925834269,4.85354593344641,45.7664234165731","[""Doté d'une terrasse, d'un restaurant et d'un bar, le Greet Hotel Lyon Confluence propose des hébergements avec une connexion Wi-Fi gratuite dans le quartier de la Presqu'île de Lyon. Situé à 18 minutes de marche de la place Bellecour, l'hôtel possède également une réception ouverte 24/24, une salle de sport et une bibliothèque."", ""Toutes ses chambres disposent de la climatisation et d'une télévision par satellite à écran plat. Elles comprennent aussi un plateau de courtoisie ainsi qu'une salle de bains privative pourvue d'une douche et d'un sèche-cheveux."", 'Un petit-déjeuner buffet est servi chaque jour.', ""Vous pourrez rejoindre la basilique Notre-Dame de Fourvière et le musée des beaux-arts de Lyon en moins de 11 minutes en voiture. L'hôtel Greet Hotel Lyon Confluence se trouve par ailleurs à 24 minutes de route d'Eurexpo, à 230 mètres de la gare de Lyon-Perrache et à 31 km de l'aéroport de Lyon Saint-Saint-Exupéry. ""]"
25,https://www.booking.com/hotel/fr/le-malaga-parking-amp-balcon-a-500m-du-lac.fr.html,Annecy,,"Le Malaga - parking & balcon, à 500m du lac !","9,0","6.12482270343458,45.8918127834269,6.17655829656542,45.9277436165731","[""Le Malaga - parking & balcon, à 500m du lac! est situé à 33 km de Rochexpo, à 39 km du lac du Bourget et du stade de Genève. propose un hébergement à Annecy. Vous bénéficierez gratuitement d'un parking privé et d'une connexion Wi-Fi."", 'Cet appartement comprend une chambre, une salle de bains, du linge de lit, des serviettes, une télévision à écran plat, un coin repas, une cuisine entièrement équipée et une terrasse avec vue sur la montagne.', ""Vous séjournerez à 42 km du jet d'eau et de la gare de Cornavin. L'aéroport d'Annecy - Haute-Savoie - Mont-Blanc, le plus proche, est à 10 km. ""]"
26,https://www.booking.com/hotel/fr/chez-tata-emma.fr.html,Annecy,,Chez Tata Emma,"9,4","6.10611663383323,45.8998994834269,6.15785976616677,45.9358303165731","[""Situé à Annecy, l'établissement Chez Tata Emma propose une terrasse, une connexion Wi-Fi gratuite et une vue sur la ville. Doté d'un balcon, l'appartement se trouve dans une région où vous pourrez pratiquer des activités telles que la randonnée, le ski et le tennis."", ""Cet appartement comprend 2 chambres, une télévision à écran plat, un coin salon et une salle de bains pourvue d'une baignoire. Sa cuisine est équipée d'un lave-vaisselle et d'un micro-ondes. Les serviettes et le linge de lit sont fournis."", ""Vous séjournerez à 31 km de Rochexpo et à 37 km du stade de Genève. L'aéroport d'Annecy-Haute-Savoie - Mont-Blanc, le plus proche, est implanté à 8 km. ""]"
